heading,content_summary,article_link,img_link,month_date,time,Year,heading_len,word_count,avg_word_len
 muzaffarnagar grocery shop was front for drug business one held , A joint team of drug inspectors and police raided a grocery store which was allegedly a front for an illegal medical store selling narcotics The shop owner Najish Ali 50 was arrested and a huge quantity of medicines and narcotics were seized ,https://timesofindia.indiatimes.com/city/meerut/grocery-shop-was-front-for-drug-biz-one-held/articleshow/73178675.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73178675,width-300,resizemode-4/73178675.jpg",Jan 10,04:23,2020,67,10,5.6
 madhya pradesh fourth in number of suicide accounts for 8 per cent deaths , Though National Crime Record Bureau NCRB report for 2018 doesn’t specify whether suicides by persons involved in farming sector farmers and farm labourers has seen an increase or decline in 2018 compared to previous years but only says that a total of 10349 persons involved in farming sector committed suicide during the year which is 77  of the total suicides during the year The report also underlines that in some states and UTs zero farmers’ suicide has been reported ,https://timesofindia.indiatimes.com/city/bhopal/mp-4th-in-number-of-suicide-accounts-for-8-deaths/articleshow/73179308.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73179308,width-300,resizemode-4/73179308.jpg",Jan 10,04:14,2020,76,13,4.769230769230769
 kerala all set for digital trials , A statewide project connecting 53 jails with 372 courts using video conferencing would be inaugurated by chief minister Pinarayi Vijayan at the high court on Friday ,https://timesofindia.indiatimes.com/city/kochi/state-all-set-for-digital-trials/articleshow/73179228.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73179228,width-300,resizemode-4/73179228.jpg",Jan 10,04:05,2020,35,6,4.666666666666667
 si murder police on the trail of terror suspects from tamil nadu , The two young men were not masked and wore skull caps They had a close look at the place before firing at special subinspector SSI Y Wilson 57 who was on duty at the small check post on Market Road at Kaliyakkavila on the interstate border ,https://timesofindia.indiatimes.com/city/thiruvananthapuram/si-murder-police-on-the-trail-of-terror-suspects-from-tn/articleshow/73179210.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73179210,width-300,resizemode-4/73179210.jpg",Jan 10,04:02,2020,67,12,4.5
 ahmedabad autorickshaw driver molests 16yearold , A 16yearold girl a student of Class XI was allegedly molested by a 50yearold autorickshaw driver on Wednesday afternoon who took her to a secluded spot and flashed her his private parts ,https://timesofindia.indiatimes.com/city/ahmedabad/rickshaw-driver-molests-16-year-old/articleshow/73179207.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73179207,width-300,resizemode-4/73179207.jpg",Jan 10,04:01,2020,52,5,9.2
 rajkot college girl case postmortem rules out gangrape murder forensic report awaited , Postmortem of 19yearold girl from Sayra village near Modasa has ruled out gangrape and murder and suggested that she committed suicide ,https://timesofindia.indiatimes.com/city/rajkot/postmortem-rules-out-gangrape-murder-of-fy-ba-student/articleshow/73178569.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73178569,width-300,resizemode-4/73178569.jpg",Jan 10,04:00,2020,90,12,6.416666666666667
 mumbai card cloning racket busted five arrested , The city crime branch arrested five members of a gang that connived with hotel petrol pump and shop employees to clone creditdebit cards and withdraw money Police claimed they solved several cases in the city with the arrests ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-card-cloning-racket-busted-five-arrested/articleshow/73170502.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73170502,width-300,resizemode-4/73170502.jpg",Jan 09,14:47,2020,51,7,6.142857142857143
 pharma firm director held for rs 158 crore gst fraud , A pharmaceutical company’s director who allegedly opened 17 fictitious firms and availed of input tax credit ITC of Rs 158 crore was arrested by Central Goods and Services Tax CGST authorities on Wednesday ​ ,https://timesofindia.indiatimes.com/city/mumbai/pharma-firm-director-held-for-rs-158-crore-gst-fraud/articleshow/73170385.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73170385,width-300,resizemode-4/73170385.jpg",Jan 09,14:37,2020,54,10,4.3
 rival groups clash bullets fly at kolar , A clash took place between two old rival groups over an undertrial case in Kolar locality on Tuesday night Four men of one group armed with sticks and rods allegedly attacked three men of a rival group while they were partying and fired a countrymade pistol on one of the victims The victim has sustained a bullet injury on his thigh ,https://timesofindia.indiatimes.com/city/bhopal/rival-groups-clash-bullets-fly-at-kolar/articleshow/73168967.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73168967,width-300,resizemode-4/73168967.jpg",Jan 09,13:03,2020,42,7,4.857142857142857
 mumbai iranian ‘frequent flyers’ held for rs 10000 con , The police recently arrested two Iranians for the theft of Rs 10000 from a businessman on the pretext of familiarising themselves with the national currency ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-iranian-frequent-flyers-held-for-rs-10000-con/articleshow/73165729.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73165729,width-300,resizemode-4/73165729.jpg",Jan 09,09:04,2020,58,9,5.333333333333333
 delhi asi suspended for commenting on woman’s lipstick , An assistant subinspector ASI has been suspended pending inquiry after he made a remark on the lipstick of a woman passing by A video of the ASI touching the woman’s feet and apologising went viral on social media ,https://timesofindia.indiatimes.com/city/delhi/asi-suspended-for-commenting-on-womans-lipstick/articleshow/73165650.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73165650,width-300,resizemode-4/73165650.jpg",Jan 09,09:01,2020,56,8,5.875
 caa protests uttar pradesh man whose complaint booked 300 has no clue , Barely literate Taukir Ahmad 48 had taught himself how to sign over the years On December 28 he signed a document in “lieu of release” of his minor son held by Bijnor police after antiCAA clashes ,https://timesofindia.indiatimes.com/city/meerut/uttar-pradesh-man-whose-complaint-booked-300-has-no-clue/articleshow/73165367.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73165367,width-300,resizemode-4/73165367.jpg",Jan 09,08:31,2020,72,12,4.916666666666667
 kerala youth stabs girl dumps body in tea plantation , Kerala woke up to yet another loveturnedsour crime on Wednesday with a 26yearold youth – Safar Shah of Kumbalam – stabbing a 17yearold girl and dumping her body in a tea plantation at Varattuparai Tamil Nadu on Tuesday night ,https://timesofindia.indiatimes.com/city/kochi/kerala-youth-stabs-girl-dumps-body-in-tea-plantation/articleshow/73164988.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73164988,width-300,resizemode-4/73164988.jpg",Jan 09,07:46,2020,56,9,5.111111111111111
 kolkata 17yearold panchasayar gangrape accused to be tried as an adult , Less than two months after a 36yearold epilepsy patient was allegedly gangraped after she walked out of a shelter home at Panchasayar late at night the juvenile justice board on Wednesday ordered the 17yearold minor — the main accused in the case — to be tried as an adult in the Alipore Children’s Court ,https://timesofindia.indiatimes.com/city/kolkata/kolkata-17-year-old-panchasayar-gang-rape-accused-to-be-tried-as-an-adult/articleshow/73164955.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73164955,width-300,resizemode-4/73164955.jpg",Jan 09,07:39,2020,76,11,5.818181818181818
 lucknow lawyer beaten to death two arrested , A 31yearold advocate Shishir Tripathi was bludgeoned to death by five men including a lawyer on Tuesday night in Sneh Nagar Alambagh under Krishnanagar police station ,https://timesofindia.indiatimes.com/city/lucknow/lucknow-lawyer-beaten-to-death-two-arrested/articleshow/73164715.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73164715,width-300,resizemode-4/73164715.jpg",Jan 09,06:34,2020,46,7,5.428571428571429
 noida executive was shot in head gang posing as cops may have asked for papers , Gaurav Chandel the 39yearold senior healthcare executive who was found murdered on a Noida street on January 7 morning was shot in the back of his head with a countrymade pistol police have said ,https://timesofindia.indiatimes.com/city/noida/exec-was-shot-in-head-gang-posing-as-cops-may-have-asked-for-papers/articleshow/73163490.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73163490,width-300,resizemode-4/73163490.jpg",Jan 09,06:16,2020,82,15,4.4
 mumbai cops claim headless body case cracked detain victim’s son , Eleven days after the headless chopped body of a woman was found in Vidyavihar her son was detained on Wednesday The accused Sohail Shaikh 24 allegedly killed his mother for a “petty” reason said an official of Ghatkopar police station ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-cops-claim-headless-body-case-cracked-detain-victims-son/articleshow/73164576.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73164576,width-300,resizemode-4/73164576.jpg",Jan 09,06:09,2020,68,10,5.7
 rajasthan court orders fresh fir in 2006 dara singh encounter case , A lower court here on Wednesday directed Bani Park police to register a fresh FIR in the 2006 Dara Singh fake encounter case following a petition by his son Amit Beniwal charging the accused of criminal conspiracy and forgery ,https://timesofindia.indiatimes.com/city/jaipur/court-orders-fresh-fir-in-06-dara-singh-encounter-case/articleshow/73163649.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73163649,width-300,resizemode-4/73163649.jpg",Jan 09,04:39,2020,69,11,5.181818181818182
 madurai woman murdered before her daughters , A 33yearold woman was murdered by some unidentified persons when she was sleeping in her house The incident took place in Bharathi Ula Road near Thamaraithotti in the city early on Wednesday morning ,https://timesofindia.indiatimes.com/city/madurai/woman-murdered-before-her-daughters/articleshow/73164002.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73164002,width-300,resizemode-4/73164002.jpg",Jan 09,04:19,2020,46,6,6.5
 roorkee village head was murdered by contract killers hired by old enemy , Police on Wednesday said it had solved the murder of Qamar Alam the 50year old village head of Nagla Kubda village near Roorkee who was shot dead on December 20 ,https://timesofindia.indiatimes.com/city/dehradun/village-head-was-murdered-by-contract-killers-hired-by-old-enemy-police/articleshow/73162425.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73162425,width-300,resizemode-4/73162425.jpg",Jan 09,04:16,2020,75,12,5.166666666666667
 coimbatore kerala man held in valparai for hacking girl to death , The district police have nabbed a 26yearold man from Kerala for murdering a Class XII girl student with whom he was in a relationship and dumping her body near Varattuparai in Valparai on the outskirts of the city on Tuesday after she started to avoid him He was handed over to the Kerala police on Wednesday ,https://timesofindia.indiatimes.com/city/coimbatore/kerala-man-held-in-valparai-for-hacking-girl-to-death/articleshow/73163115.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73163115,width-300,resizemode-4/73163115.jpg",Jan 09,04:05,2020,67,11,5.0
 coimbatore three arrested for releasing obscene video on social media , A day after a video of women staff of a petrol bunk changing dress in a room at their workplace at Kannappan Nagar in in Saibaba Colony went viral the city police on Wednesday arrested three people for circulating the same on social platforms ,https://timesofindia.indiatimes.com/city/coimbatore/three-arrested-for-releasing-obscene-video-on-social-media/articleshow/73163126.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73163126,width-300,resizemode-4/73163126.jpg",Jan 09,04:05,2020,72,10,6.1
 coimbatore private finance firm owner held for duping investors , The city police on Wednesday arrested a 40yearold native of Kerala after he allegedly cheated people by promising to return triple the amount of their investments within 150 days ,https://timesofindia.indiatimes.com/city/coimbatore/pvt-finance-firm-owner-held-for-duping-investors/articleshow/73163104.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73163104,width-300,resizemode-4/73163104.jpg",Jan 09,04:04,2020,66,9,6.222222222222222
 coimbatore two men pose as cops extort rs 200 from man , The city police arrested two men for posing as cops and extorting money from a man at the central bus stand at Gandhipuram on Monday morning ,https://timesofindia.indiatimes.com/city/coimbatore/two-men-pose-as-cops-extort-rs-200-from-man/articleshow/73146499.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73146499,width-300,resizemode-4/73146499.jpg",Jan 08,04:43,2020,58,11,4.181818181818182
 coimbatore man held for raping mentally challenged woman , A 53yearold man was arrested near Ukkadam here on Tuesday for raping a 20yearold mentally challenged woman several times over the past three months ,https://timesofindia.indiatimes.com/city/coimbatore/man-held-for-raping-mentally-challenged-woman/articleshow/73146458.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73146458,width-300,resizemode-4/73146458.jpg",Jan 08,04:40,2020,59,8,6.25
 tamil nadu employer held for sexually harassing woman 19 , A 34yearold man was arrested at Mangalam in the district on Tuesday for sexually harassing a college student ,https://timesofindia.indiatimes.com/city/coimbatore/employer-held-for-sexually-harassing-woman-19/articleshow/73146429.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73146429,width-300,resizemode-4/73146429.jpg",Jan 08,04:37,2020,60,9,5.555555555555555
 army man under inquiry attempts suicide , Madurai An army man attempted suicide by holding a hightension terminal in a transformer on the premises of the Madurai district collectorate on Tuesday ,https://timesofindia.indiatimes.com/city/madurai/army-man-under-inquiry-attempts-suicide/articleshow/73146830.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-78553754,width-300,resizemode-4/78553754.jpg",Jan 08,04:12,2020,41,6,5.666666666666667
 man gets two years of rigorous imprisonment for outraging modesty of a girl , ,https://timesofindia.indiatimes.com/city/nashik/man-gets-two-years-of-rigorous-imprisonment-for-outraging-modesty-of-a-girl/articleshow/73144357.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-78553754,width-300,resizemode-4/78553754.jpg",Jan 07,22:10,2020,77,13,4.846153846153846
 navi mumbai fraudster dupes man of rs 3 lakh with new phone plan , A 41yearold Kamothe man has become a victim of efraud A sum of Rs 331 lakh has been fraudulently debited from his credit card account after he opened a link texted to him by the fraudster On November 27 last year the fraudster called the victim and allegedly claimed that he was calling from Vodafone customer care and offered him a new plan Later the fraudster allegedly managed to hack his mobile data by remote access and misused his credit card details for transactions ,https://timesofindia.indiatimes.com/city/navi-mumbai/navi-mumbai-fraudster-dupes-man-of-rs-3-lakh-with-new-phone-plan/articleshow/73136511.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73136511,width-300,resizemode-4/73136511.jpg",Jan 07,13:57,2020,67,13,4.076923076923077
 mumbai 3 foreigners caught with 30kg of cocaine get 15 years in prison , Three foreigners have been convicted for transporting possessing and conspiring to sell nearly 30 kg of cocaine worth around Rs 36 crore in 2012 A special Narcotics Drugs and Psychotropic Substances NDPS Act court on Monday sentenced the trio — Santander Prado 56 of Bolivia Juan Rivera 40 from Colombia and Zahid Mir 59 a British national of Pakistani origin — to 15 years rigorous imprisonment ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-3-foreigners-caught-with-30kg-of-cocaine-get-15-years-in-prison/articleshow/73132572.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73132572,width-300,resizemode-4/73132572.jpg",Jan 07,09:59,2020,73,13,4.538461538461538
 mumbai man acquitted of flashing his minor niece , A special Pocso Act court acquitted a 37yearold man accused of sexually assualting his minor niece Special judge Priti Kumar Ghule said since police failed to prove the allegations and the complainant turned hostile the FIR was an outcome of a civil dispute between the accused and the complainant’s mother ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-man-acquitted-of-flashing-his-minor-niece/articleshow/73131898.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73131898,width-300,resizemode-4/73131898.jpg",Jan 07,08:53,2020,51,8,5.25
 mumbai killer’s gait helps grp crack murder case , A man quickly striding along the platform clutching a polythene bag was a common factor in CCTV grabs following three crimes against female travellers on Western Railway in the past 13 months GRP officers joined the dots to find out that one man was involved in the crimes one of them a murder Mohammad Aslam Shaikh 47 who was arrested admitted he murdered Surat housewife Daryadevi Chaudhary in December 2018 robbed and assaulted senior citizen Mansi Kelkar in November 2019 and pushed off polioafflicted Nagma Ansari from a train in December 2019 ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-killers-gait-helps-grp-crack-murder-case/articleshow/73130923.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73130923,width-300,resizemode-4/73130923.jpg",Jan 07,06:15,2020,51,8,5.25
 pune two detained in footwear shop owner murder case , Two persons were detained on Monday night for questioning in connection with the murder of a footwear shop owner after the city police studied CCTV footage and technical data to obtain vital clues about the assailants ,https://timesofindia.indiatimes.com/city/pune/two-detained-in-footwear-shop-owner-murder-case/articleshow/73129269.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73129269,width-300,resizemode-4/73129269.jpg",Jan 07,04:55,2020,55,9,5.0
 pune duo held for snatching cellphone , A robbery victim’s sharp memory helped the Chikhali police solve a cellphonesnatching case and arrest the suspects within 24 hours of the crime ,https://timesofindia.indiatimes.com/city/pune/duo-held-for-snatching-cellphone/articleshow/73129261.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73129261,width-300,resizemode-4/73129261.jpg",Jan 07,04:54,2020,40,6,5.5
 mumbai man refuses to pay up for massage inquiry becomes revenge porn victim , Making an online inquiry for a massage service landed a 30yearold jewellery designer in trouble After he refused the Rs 50K service he saw his wife’s photograph posted on a dating app describing her as a sex worker The police said the fraudster did this to extort money and that the racket seems to target people who go online for sex chats and sex workers ,https://timesofindia.indiatimes.com/city/mumbai/man-refuses-to-pay-up-for-massage-inquiry-becomes-revenge-porn-victim/articleshow/73129198.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73129198,width-300,resizemode-4/73129198.jpg",Jan 07,04:49,2020,80,13,5.076923076923077
 vidyavihar man gets 5 years for abetting girlfriend’s suicide , In a significant order a sessions court has held a 36yearold Vidyavihar man guilty of abetting his 26yearold girlfriend’s 2012 suicide after he went back on his promise to marry her and instead married another woman The accused Avinash Gaikwad was in a relationship with the woman for over six years had lived in with her intermittently and also forced her to have an abortion Sentencing Gaikwad to five years’ rigorous imprisonment the court said punishment should act as a deterrent ,https://timesofindia.indiatimes.com/city/mumbai/vidyavihar-man-gets-5-yrs-for-abetting-girlfriends-suicide/articleshow/73129068.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73129068,width-300,resizemode-4/73129068.jpg",Jan 07,04:38,2020,63,9,5.888888888888889
 pune hypnotist abducted over financial dispute released , The Chatushrungi police on Sunday booked four men all from BanerBalewadi areas for kidnapping and issuing threats to a hypnotist from Pimple Saudagar on Friday afternoon over a financial dispute ,https://timesofindia.indiatimes.com/city/pune/hypnotist-abducted-over-financial-dispute-released/articleshow/73129851.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73129851,width-300,resizemode-4/73129851.jpg",Jan 07,04:37,2020,59,7,7.285714285714286
 acid attack woman 2 others held for shopkeeper’s murder in bengaluru , The murder of a 51yearold provision store owner who was attacked with acid and set afire near Anekal on Friday night has been cracked with two men and a woman being arrested The shopkeeper had lent money to the woman and had allegedly demanded sexual favours from her in return ,https://timesofindia.indiatimes.com/city/bengaluru/acid-attack-woman-2-others-held-for-shopkeepers-murder/articleshow/73129202.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73129202,width-300,resizemode-4/73129202.jpg",Jan 07,04:30,2020,72,11,5.454545454545454
 amravati jilted lover stabs 17yearold girl to death , AMRAVATI A jilted lover stabbed his 17yearold sweetheart to death and later stabbed himself at Dhamangaon Railway town of the district this morning The injured lover has been admitted to rural hospital in a serious condition ,https://timesofindia.indiatimes.com/city/nagpur/lover-stabs-girl-to-death/articleshow/73129630.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73129630,width-300,resizemode-4/73129630.jpg",Jan 07,04:22,2020,56,8,5.875
 man shoots self in front of cops in mainpuri court , A 30yearold accused in a triple murder case allegedly shot himself using a countrymade pistol in the presence of police in Mainpuri district court on Monday Five constables were suspended for the lapse ,https://timesofindia.indiatimes.com/city/lucknow/man-shoots-self-in-front-of-cops-in-mainpuri-court/articleshow/73130338.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73130338,width-300,resizemode-4/73130338.jpg",Jan 07,04:21,2020,52,10,4.1
 bulandshahr up cops rescue ranchi girl unearth trafficking racket which sold girls for marriages , The deal was struck at Rs 75000 and the highest bidder was delighted The girl just 16 still dazed and bleeding from the fresh beating was wondering where the life would take her now Sitting inside a cramped room full of “buyers” and a notorious trafficker about 1300km away from the village in Ranchi district where she grew up all she thought of was her mother whose death a year ago changed it all ,https://timesofindia.indiatimes.com/city/meerut/bulandshahr-up-cops-rescue-ranchi-girl-unearth-trafficking-racket-which-sold-girls-for-marriages/articleshow/73128711.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73128711,width-300,resizemode-4/73128711.jpg",Jan 07,04:19,2020,100,14,6.071428571428571
 meerut rs 2 lakh looted jewellery belongings of murdered bhajan singer’s family recovered from delhi flat , Police have recovered Rs 2 lakh cash and huge amount of gold and silver jewellery belonging to Shamlibased Bhajan singer Ajay Pathak who along and his wife and their two children were fpound murdered at their house on December 30 ,https://timesofindia.indiatimes.com/city/meerut/rs-2-lakh-looted-jewellery-belongings-of-murdered-bhajan-singers-family-recovered-from-delhi-flat/articleshow/73128712.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73128712,width-300,resizemode-4/73128712.jpg",Jan 07,(IST,", 04:",109,16,5.75
 lucknow gun ‘missing’ man says forgot where he kept it , An official at UP stamp and registration department on Monday informed Gomtinagar police that his licensed revolver has gone “missing” and he is unable to recall where he has kept it ,https://timesofindia.indiatimes.com/city/lucknow/gun-missing-man-says-forgot-where-he-kept-it/articleshow/73130305.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73130305,width-300,resizemode-4/73130305.jpg",Jan 07,04:16,2020,58,10,4.7
 nagpur 21 crimesday in city last year police data , The latest crime data released by the city police department revealed that state’s second capital witnessed 21 offences including serious ones in 2019 Commissioner of police BK Upadhyay on Monday claimed that prohibitory actions against goons and antisocial elements helped police decrease crime rate by 10 as compared to 2018 ,https://timesofindia.indiatimes.com/city/nagpur/city-witnessed-21-crimes-per-day-in-2019-police-data/articleshow/73129575.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-78553754,width-300,resizemode-4/78553754.jpg",Jan 07,04:15,2020,54,9,4.888888888888889
 soraon killings police nab six but motive still unclear , A day after five members of a family were found murdered in their house in Soraon police have arrested six persons named in the FIR but are yet to find out the motive behind brutal kilings ,https://timesofindia.indiatimes.com/city/allahabad/soraon-killings-police-nab-six-but-motive-still-unclear/articleshow/73128071.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73128071,width-300,resizemode-4/73128071.jpg",Jan 07,04:04,2020,58,9,5.333333333333333
 pune court bailiff in custody till january 9 in bribery case , A special court for anticorruption cases here on Sunday ordered the remand of small causes court senior clerk and bailiff Manohar Rudrappa Kamble 48 in police custody till January 9 in connection with a Rs25 lakh bribery case ,https://timesofindia.indiatimes.com/city/pune/pune-court-bailiff-in-custody-till-january-9-in-bribery-case/articleshow/73116548.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73116548,width-300,resizemode-4/73116548.jpg",Jan 06,10:25,2020,63,11,4.636363636363637
 mumbai ticketless man assaults tc held , A 23yearold man was arrested by railway police for manhandling a ticket examiner after an altercation at Santacruz station on Friday Police said Mohammad Haq was travelling without a ticket in the firstclass coach of a Western Railway local ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-ticketless-man-assaults-tc-held/articleshow/73115841.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73115841,width-300,resizemode-4/73115841.jpg",Jan 06,09:12,2020,42,6,5.833333333333333
 mumbai man held in rs 10 lakh teachers job scam , A 42yearold man was arrested duping a woman of Rs 10 lakh and making her work as a teacher without a confirmation letter for four years ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-man-held-in-rs-10-lakh-teachers-job-scam/articleshow/73115773.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73115773,width-300,resizemode-4/73115773.jpg",Jan 06,09:02,2020,50,10,3.9
 mumbai 12kg heroin worth rs 6 crore seized from two , In one of the biggest drug seizures this year the AntiNarcotic Cell ANC of the city police arrested two men and seized 12kg of herion worth Rs 6 crore from them ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-12kg-heroin-worth-rs-6-crore-seized-from-two/articleshow/73115458.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73115458,width-300,resizemode-4/73115458.jpg",Jan 06,08:39,2020,54,10,4.3
 five booked for criminal conspiracy gang rape in yamunanagar , The woman stated in her complaint to police I went for a birthday function of a friends son in Ambala on January 15 2018 where I met the Ludhiana residentHe started calling me soon after and we became friends ,https://timesofindia.indiatimes.com/city/gurgaon/five-booked-for-criminal-conspiracy-gang-rape-in-yamunanagar/articleshow/73115407.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73115407,width-300,resizemode-4/73115407.jpg",Jan 06,08:34,2020,63,9,5.888888888888889
 mumbai six held in flesh trade racket eight rescued , Eight women including a few models and actors were rescued after a flesh trade racket was busted by the Juhu police late on Saturday ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-six-held-in-flesh-trade-racket-eight-rescued/articleshow/73115078.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73115078,width-300,resizemode-4/73115078.jpg",Jan 06,08:10,2020,55,9,5.0
 another suv stolen in gomtinagar , An SUV parked outside the rented house of a government doctor was lifted by burglars on the intervening night of Friday and Saturday in Vipul Khand Gomtinagar  ,https://timesofindia.indiatimes.com/city/lucknow/another-suv-stolen-in-gomtinagar/articleshow/73115118.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73115118,width-300,resizemode-4/73115118.jpg",Jan 06,08:09,2020,34,5,5.6
 chandigarh book 5 friends for murder say ram darbar residents , As many as 50 residents of Ram Darbar took out a protest march against the police for not registering an FIR in the death of a 20yearold youth at Sukhna Lake last year ,https://timesofindia.indiatimes.com/city/chandigarh/chandigarh-book-5-friends-for-murder-say-ram-darbar-residents/articleshow/73114769.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73114769,width-300,resizemode-4/73114769.jpg",Jan 06,07:01,2020,65,10,5.4
 panchkula man snatches purse in market people catch him after chase , People chased and caught a snatcher while he was trying to flee in Mauli Jagran on Saturday ,https://timesofindia.indiatimes.com/city/chandigarh/panchkula-man-snatches-purse-in-market-people-catch-him-after-chase/articleshow/73114735.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73114735,width-300,resizemode-4/73114735.jpg",Jan 06,06:55,2020,71,11,5.363636363636363
 mumbai farmer teen daughter take bank loan complaint to matoshree get detained , A farmer and his teenaged daughter were detained by police outside chief minister Uddhav Thackeray’s residence Matoshree at Bandra E where they had come to air their grievances on Sunday morning ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-farmer-teen-daughter-take-bank-loan-complaint-to-matoshree-get-detained/articleshow/73114490.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73114490,width-300,resizemode-4/73114490.jpg",Jan 06,05:47,2020,83,12,5.833333333333333
 maharashtra burglar steals valuables worth rs 47 lakh held , The Wakad police on Saturday arrested a 43yearold man for stealing valuables worth Rs47 lakh from a shop owner’s house in Kalewadi on December 1 2019 ,https://timesofindia.indiatimes.com/city/pune/burglar-steals-valuables-worth-rs-4-7-lakh-held/articleshow/73113220.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73113220,width-300,resizemode-4/73113220.jpg",Jan 06,04:47,2020,63,9,5.888888888888889
 bengaluru gang refuses to pay pizza delivery boy assaults him , A 22yearold MBA student who works as a parttime delivery boy at a pizza chain was assaulted by a fourmember gang when he demanded payment for the pizza that was ordered ,https://timesofindia.indiatimes.com/city/bengaluru/pizza-devivery-boy-asks-for-money-from-gang-assaulted/articleshow/73113393.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73113393,width-300,resizemode-4/73113393.jpg",Jan 06,04:30,2020,65,10,5.4
 uttarakhand champawat police arrests smugglers with leopard skin , Champawat police arrested three people with a leopard skin on Saturday night at Banbasa on Nepal Border Police suspect the skin was being smuggled to Nepal ,https://timesofindia.indiatimes.com/city/dehradun/champawat-police-arrests-smugglers-with-leopard-skin/articleshow/73112940.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-73112940,width-300,resizemode-4/73112940.jpg",Jan 06,04:21,2020,67,8,7.25
